job_title,job_type,salary,job_skill,gaji_perbulan,clean_text,label
sales manager/executives johor bahru sgx-listed package negotiable,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales manager/executives johor bahru sgx-listed package negotiable excel,hr_recruitment
assistant business system manager,Full-time,"USD 70,000 - 105,000 / YEARLY",data analysis,"5,833 - 8,750",assistant business system manager data analysis,management
personal assistant pa to cfo,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",personal assistant pa to cfo communication,administration
hr admin executive / senior executive,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",hr admin executive / senior executive communication,hr_recruitment
document controller,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",document controller excel,finance_accounting
android developer /sr android developer,Full-time,"USD 70,000 - 105,000 / YEARLY",java,"5,833 - 8,750",android developer /sr android developer java,mobile_dev
procurement executive working hr noon-9pm,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",procurement executive working hr noon-9pm excel,hr_recruitment
research analyst finance internship role available,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",research analyst finance internship role available communication,internship
senior admin executive / assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",senior admin executive / assistant excel,administration
group hr admin manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",group hr admin manager excel,hr_recruitment
engineering manager pcba assembly manufacturing,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",engineering manager pcba assembly manufacturing communication,digital_marketing
process engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",process engineer communication,technical_support
senior hr admin executive,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",senior hr admin executive communication,hr_recruitment
m e engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",m e engineer communication,technical_support
software engineer fresh grad are welcome,Full-time,"USD 70,000 - 105,000 / YEARLY",sql,"5,833 - 8,750",software engineer fresh grad are welcome sql,software_dev
halal executive document controller,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",halal executive document controller communication,finance_accounting
admin clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",admin clerk communication,administration
human resources executive talent acquisition,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",human resources executive talent acquisition excel,hr_recruitment
engineering intern,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",engineering intern communication,internship
mechanical design engineer pipe/steel/equipment,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",mechanical design engineer pipe/steel/equipment excel,technical_support
senior executive corporate development strategy,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",senior executive corporate development strategy excel,administration
administrative assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",administrative assistant communication,administration
vice president corporate credit administration,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",vice president corporate credit administration communication,administration
system support specialist,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",system support specialist excel,customer_service
accounts senior executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",accounts senior executive excel,administration
electrical engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",electrical engineer communication,technical_support
senior operation finance executive,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",senior operation finance executive communication,finance_accounting
production trainer,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",production trainer communication,administration
project coordinator,Contract,"USD 45,000 - 90,750 / YEARLY",communication,"3,750 - 7,562",project coordinator communication,management
senior executive international services human capital admin,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",senior executive international services human capital admin communication,hr_recruitment
maintenance engineer,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",maintenance engineer excel,technical_support
officer - procurement,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",officer - procurement communication,procurement
helpdesk support shift work,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",helpdesk support shift work communication,customer_service
water wastewater engineers,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",water wastewater engineers communication,technical_support
web graphic designer year contract,Contract,"USD 45,000 - 77,000 / YEARLY",excel java,"3,750 - 6,417",web graphic designer year contract excel java,design_uiux
test engineer assembly equipment,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",test engineer assembly equipment excel,software_dev
head of sales edutech,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",head of sales edutech excel,sales
draughtsperson day work week in beranang,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",draughtsperson day work week in beranang communication,administration
equipment engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",equipment engineer communication,technical_support
assistant resident engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",assistant resident engineer communication,technical_support
account specialist ar,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",account specialist ar excel,administration
application support,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",application support communication,customer_service
e-commerce clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",e-commerce clerk excel,administration
application engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",application engineer excel,technical_support
account junior executive,Full-time,"USD 50,000 - 75,000 / YEARLY",sql,"4,167 - 6,250",account junior executive sql,administration
treasury executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",treasury executive communication,finance_accounting
finance administration executive hap seng logistics - kl,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",finance administration executive hap seng logistics - kl excel,administration
events trainer,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",events trainer communication,administration
accounts officer,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",accounts officer communication,administration
intern - hr operations,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",intern - hr operations communication,hr_recruitment
account officer,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",account officer communication,administration
associate audit johor,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",associate audit johor communication,administration
admin executive/operation executive,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",admin executive/operation executive excel,administration
software engineer semiconductor industry-automation,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",software engineer semiconductor industry-automation communication,software_dev
junior digital sales fresh graduate program,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",junior digital sales fresh graduate program excel,sales
internship - business administration / management,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship - business administration / management communication,internship
executive sales heavy equipment parts,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",executive sales heavy equipment parts communication,sales
process qc engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",process qc engineer communication,technical_support
office administrator contract,Contract,"USD 30,000 - 55,000 / YEARLY",excel,"2,500 - 4,583",office administrator contract excel,administration
account specialist ap,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",account specialist ap excel,administration
cloud engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",cloud engineer excel,cloud_devops
corporate secretarial assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",corporate secretarial assistant communication,administration
hr admin executive,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",hr admin executive communication,hr_recruitment
national human resource officer,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",national human resource officer excel,hr_recruitment
admin executive - mro,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",admin executive - mro excel,administration
financial consultant,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",financial consultant communication,administration
finance executive management accounting,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",finance executive management accounting communication,finance_accounting
network engineer ccna,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",network engineer ccna communication,network_security
process engineer days oil gas mfg,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",process engineer days oil gas mfg communication,technical_support
accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",excel data analysis,"4,167 - 6,250",accountant excel data analysis,finance_accounting
account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",account assistant excel,finance_accounting
accounting intern,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",accounting intern excel,finance_accounting
general manager- hr admin,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",general manager- hr admin excel,hr_recruitment
admin clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",sql excel,"2,500 - 4,167",admin clerk sql excel,administration
vertical transportation trainee open for fresh grads,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",vertical transportation trainee open for fresh grads excel,internship
senior hr admin,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",senior hr admin excel,hr_recruitment
fraud risk specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel data analysis,"3,750 - 6,875",fraud risk specialist excel data analysis,administration
admin cum account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",admin cum account assistant communication,finance_accounting
human resource executive,Full-time,"USD 30,000 - 50,000 / YEARLY",excel data analysis,"2,500 - 4,167",human resource executive excel data analysis,hr_recruitment
executive - business innovation,Full-time,"USD 45,000 - 82,500 / YEARLY",python,"3,750 - 6,875",executive - business innovation python,administration
personal assistant pa to ceo urgent hiring,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",personal assistant pa to ceo urgent hiring communication,administration
administrative coordinator / executive,Full-time,"USD 30,000 - 50,000 / YEARLY",excel data analysis,"2,500 - 4,167",administrative coordinator / executive excel data analysis,administration
